Intrinsic name 	Technology 	Header 	Function prototype
_mm_ucomineq_ss 	SSE 	intrin.h 	int _mm_ucomineq_ss(__m128, __m128);
_mm_unpackhi_epi16 	SSE2 	intrin.h 	__m128i _mm_unpackhi_epi16(__m128i, __m128i);
_mm_unpackhi_epi32 	SSE2 	intrin.h 	__m128i _mm_unpackhi_epi32(__m128i, __m128i);
_mm_unpackhi_epi64 	SSE2 	intrin.h 	__m128i _mm_unpackhi_epi64(__m128i, __m128i);
_mm_unpackhi_epi8 	SSE2 	intrin.h 	__m128i _mm_unpackhi_epi8(__m128i, __m128i);
_mm_unpackhi_pd 	SSE2 	intrin.h 	__m128d _mm_unpackhi_pd(__m128d, __m128d);
_mm_unpackhi_pi8 	MMX 	mmintrin.h 	__m64 _mm_unpackhi_pi8 (__m64, __m64); [Macro]
_mm_unpackhi_pi16 	MMX 	mmintrin.h 	__m64 _mm_unpackhi_pi16 (__m64, __m64); [Macro]
_mm_unpackhi_pi32 	MMX 	mmintrin.h 	__m64 _mm_unpackhi_pi32 (__m64, __m64); [Macro]
_mm_unpackhi_ps 	SSE 	intrin.h 	__m128 _mm_unpackhi_ps(__m128, __m128);
_mm_unpacklo_epi16 	SSE2 	intrin.h 	__m128i _mm_unpacklo_epi16(__m128i, __m128i);
_mm_unpacklo_epi32 	SSE2 	intrin.h 	__m128i _mm_unpacklo_epi32(__m128i, __m128i);
_mm_unpacklo_epi64 	SSE2 	intrin.h 	__m128i _mm_unpacklo_epi64(__m128i, __m128i);
_mm_unpacklo_epi8 	SSE2 	intrin.h 	__m128i _mm_unpacklo_epi8(__m128i, __m128i);
_mm_unpacklo_pd 	SSE2 	intrin.h 	__m128d _mm_unpacklo_pd(__m128d, __m128d);
_mm_unpacklo_pi8 	MMX 	mmintrin.h 	__m64 _mm_unpacklo_pi8 (__m64, __m64); [Macro]
_mm_unpacklo_pi16 	MMX 	mmintrin.h 	__m64 _mm_unpacklo_pi16 (__m64, __m64); [Macro]
_mm_unpacklo_pi32 	MMX 	mmintrin.h 	__m64 _mm_unpacklo_pi32 (__m64, __m64); [Macro]
_mm_unpacklo_ps 	SSE 	intrin.h 	__m128 _mm_unpacklo_ps(__m128, __m128);
_mm_xor_pd 	SSE2 	intrin.h 	__m128d _mm_xor_pd(__m128d, __m128d);
_mm_xor_ps 	SSE 	intrin.h 	__m128 _mm_xor_ps(__m128, __m128);
_mm_xor_si64 	MMX 	mmintrin.h 	__m64 _mm_xor_si64(__m64, __m64); [Macro]
_mm_xor_si128 	SSE2 	intrin.h 	__m128i _mm_xor_si128(__m128i, __m128i);
_mm256_abs_epi16 	AVX2 	immintrin.h 	__m256i _mm256_abs_epi16(__m256i);
_mm256_abs_epi32 	AVX2 	immintrin.h 	__m256i _mm256_abs_epi32(__m256i);
_mm256_abs_epi8 	AVX2 	immintrin.h 	__m256i _mm256_abs_epi8(__m256i);
_mm256_add_epi16 	AVX2 	immintrin.h 	__m256i _mm256_add_epi16(__m256i, __m256i);
_mm256_add_epi32 	AVX2 	immintrin.h 	__m256i _mm256_add_epi32(__m256i, __m256i);
_mm256_add_epi64 	AVX2 	immintrin.h 	__m256i _mm256_add_epi64(__m256i, __m256i);
_mm256_add_epi8 	AVX2 	immintrin.h 	__m256i _mm256_add_epi8(__m256i, __m256i);
_mm256_add_pd 	AVX 	immintrin.h 	__m256d _mm256_add_pd(__m256d, __m256d);
_mm256_add_ps 	AVX 	immintrin.h 	__m256 _mm256_add_ps(__m256, __m256);
_mm256_adds_epi16 	AVX2 	immintrin.h 	__m256i _mm256_adds_epi16(__m256i, __m256i);
_mm256_adds_epi8 	AVX2 	immintrin.h 	__m256i _mm256_adds_epi8(__m256i, __m256i);
_mm256_adds_epu16 	AVX2 	immintrin.h 	__m256i _mm256_adds_epu16(__m256i, __m256i);
_mm256_adds_epu8 	AVX2 	immintrin.h 	__m256i _mm256_adds_epu8(__m256i, __m256i);
_mm256_addsub_pd 	AVX 	immintrin.h 	__m256d _mm256_addsub_pd(__m256d, __m256d);
_mm256_addsub_ps 	AVX 	immintrin.h 	__m256 _mm256_addsub_ps(__m256, __m256);
_mm256_alignr_epi8 	AVX2 	immintrin.h 	__m256i _mm256_alignr_epi8(__m256i, __m256i, const int);
_mm256_and_pd 	AVX 	immintrin.h 	__m256d _mm256_and_pd(__m256d, __m256d);
_mm256_and_ps 	AVX 	immintrin.h 	__m256 _mm256_and_ps(__m256, __m256);
_mm256_and_si256 	AVX2 	immintrin.h 	__m256i _mm256_and_si256(__m256i, __m256i);
_mm256_andnot_pd 	AVX 	immintrin.h 	__m256d _mm256_andnot_pd(__m256d, __m256d);
_mm256_andnot_ps 	AVX 	immintrin.h 	__m256 _mm256_andnot_ps(__m256, __m256);
_mm256_andnot_si256 	AVX2 	immintrin.h 	__m256i _mm256_andnot_si256(__m256i, __m256i);
_mm256_avg_epu16 	AVX2 	immintrin.h 	__m256i _mm256_avg_epu16(__m256i, __m256i);
_mm256_avg_epu8 	AVX2 	immintrin.h 	__m256i _mm256_avg_epu8(__m256i, __m256i);
_mm256_blend_epi16 	AVX2 	immintrin.h 	__m256i _mm256_blend_epi16(__m256i, __m256i, const int);
_mm256_blend_epi32 	AVX2 	immintrin.h 	__m256i _mm256_blend_epi32(__m256i, __m256i, const int);
_mm256_blend_pd 	AVX 	immintrin.h 	__m256d _mm256_blend_pd(__m256d, __m256d, const int);
_mm256_blend_ps 	AVX 	immintrin.h 	__m256 _mm256_blend_ps(__m256, __m256, const int);
_mm256_blendv_epi8 	AVX2 	immintrin.h 	__m256i _mm256_blendv_epi8(__m256i, __m256i, __m256i);
_mm256_blendv_pd 	AVX 	immintrin.h 	__m256d _mm256_blendv_pd(__m256d, __m256d, __m256d);
_mm256_blendv_ps 	AVX 	immintrin.h 	__m256 _mm256_blendv_ps(__m256, __m256, __m256);
_mm256_broadcast_pd 	AVX 	immintrin.h 	__m256d _mm256_broadcast_pd(__m128d const *);
_mm256_broadcast_ps 	AVX 	immintrin.h 	__m256 _mm256_broadcast_ps(__m128 const *);
_mm256_broadcast_sd 	AVX 	immintrin.h 	__m256d _mm256_broadcast_sd(double const *);
_mm256_broadcast_ss 	AVX 	immintrin.h 	__m256 _mm256_broadcast_ss(float const *);
_mm256_broadcastb_epi8 	AVX2 	immintrin.h 	__m256i _mm256_broadcastb_epi8 (__m128i);
_mm256_broadcastd_epi32 	AVX2 	immintrin.h 	__m256i _mm256_broadcastd_epi32(__m128i);
_mm256_broadcastq_epi64 	AVX2 	immintrin.h 	__m256i _mm256_broadcastq_epi64(__m128i);
_mm256_broadcastsd_pd 	AVX2 	immintrin.h 	__m256d _mm256_broadcastsd_pd(__m128d);
_mm256_broadcastsi128_si256 	AVX2 	immintrin.h 	__m256i _mm256_broadcastsi128_si256(__m128i);
_mm256_broadcastss_ps 	AVX2 	immintrin.h 	__m256 _mm256_broadcastss_ps(__m128);
_mm256_broadcastw_epi16 	AVX2 	immintrin.h 	__m256i _mm256_broadcastw_epi16(__m128i);
_mm256_castpd_ps 	AVX 	immintrin.h 	__m256 _mm256_castpd_ps(__m256d);
_mm256_castpd_si256 	AVX 	immintrin.h 	__m256i _mm256_castpd_si256(__m256d);
_mm256_castpd128_pd256 	AVX 	immintrin.h 	__m256d _mm256_castpd128_pd256(__m128d);
_mm256_castpd256_pd128 	AVX 	immintrin.h 	__m128d _mm256_castpd256_pd128(__m256d);
_mm256_castps_pd 	AVX 	immintrin.h 	__m256d _mm256_castps_pd(__m256);
_mm256_castps_si256 	AVX 	immintrin.h 	__m256i _mm256_castps_si256(__m256);
_mm256_castps128_ps256 	AVX 	immintrin.h 	__m256 _mm256_castps128_ps256(__m128);
_mm256_castps256_ps128 	AVX 	immintrin.h 	__m128 _mm256_castps256_ps128(__m256);
_mm256_castsi128_si256 	AVX 	immintrin.h 	__m256i _mm256_castsi128_si256(__m128i);
_mm256_castsi256_pd 	AVX 	immintrin.h 	__m256d _mm256_castsi256_pd(__m256i);
_mm256_castsi256_ps 	AVX 	immintrin.h 	__m256 _mm256_castsi256_ps(__m256i);
_mm256_castsi256_si128 	AVX 	immintrin.h 	__m128i _mm256_castsi256_si128(__m256i);
_mm256_cmov_si256 	XOP 	ammintrin.h 	__m256i _mm256_cmov_si256(__m256i, __m256i, __m256i);
_mm256_cmp_pd 	AVX 	immintrin.h 	__m256d _mm256_cmp_pd(__m256d, __m256d, const int);
_mm256_cmp_ps 	AVX 	immintrin.h 	__m256 _mm256_cmp_ps(__m256, __m256, const int);
_mm256_cmpeq_epi16 	AVX2 	immintrin.h 	__m256i _mm256_cmpeq_epi16(__m256i, __m256i);
_mm256_cmpeq_epi32 	AVX2 	immintrin.h 	__m256i _mm256_cmpeq_epi32(__m256i, __m256i);
_mm256_cmpeq_epi64 	AVX2 	immintrin.h 	__m256i _mm256_cmpeq_epi64(__m256i, __m256i);
_mm256_cmpeq_epi8 	AVX2 	immintrin.h 	__m256i _mm256_cmpeq_epi8(__m256i, __m256i);
_mm256_cmpgt_epi16 	AVX2 	immintrin.h 	__m256i _mm256_cmpgt_epi16(__m256i, __m256i);
_mm256_cmpgt_epi32 	AVX2 	immintrin.h 	__m256i _mm256_cmpgt_epi32(__m256i, __m256i);
_mm256_cmpgt_epi64 	AVX2 	immintrin.h 	__m256i _mm256_cmpgt_epi64(__m256i, __m256i);
_mm256_cmpgt_epi8 	AVX2 	immintrin.h 	__m256i _mm256_cmpgt_epi8(__m256i, __m256i);
_mm256_cvtepi16_epi32 	AVX2 	immintrin.h 	__m256i _mm256_cvtepi16_epi32(__m128i);
_mm256_cvtepi16_epi64 	AVX2 	immintrin.h 	__m256i _mm256_cvtepi16_epi64(__m128i);
_mm256_cvtepi32_epi64 	AVX2 	immintrin.h 	__m256i _mm256_cvtepi32_epi64(__m128i);
_mm256_cvtepi32_pd 	AVX 	immintrin.h 	__m256d _mm256_cvtepi32_pd(__m128i);
_mm256_cvtepi32_ps 	AVX 	immintrin.h 	__m256 _mm256_cvtepi32_ps(__m256i);
_mm256_cvtepi8_epi16 	AVX2 	immintrin.h 	__m256i _mm256_cvtepi8_epi16(__m128i);
_mm256_cvtepi8_epi32 	AVX2 	immintrin.h 	__m256i _mm256_cvtepi8_epi32(__m128i);
_mm256_cvtepi8_epi64 	AVX2 	immintrin.h 	__m256i _mm256_cvtepi8_epi64(__m128i);
_mm256_cvtepu16_epi32 	AVX2 	immintrin.h 	__m256i _mm256_cvtepu16_epi32(__m128i);
_mm256_cvtepu16_epi64 	AVX2 	immintrin.h 	__m256i _mm256_cvtepu16_epi64(__m128i);
_mm256_cvtepu32_epi64 	AVX2 	immintrin.h 	__m256i _mm256_cvtepu32_epi64(__m128i);
_mm256_cvtepu8_epi16 	AVX2 	immintrin.h 	__m256i _mm256_cvtepu8_epi16(__m128i);
_mm256_cvtepu8_epi32 	AVX2 	immintrin.h 	__m256i _mm256_cvtepu8_epi32(__m128i);
_mm256_cvtepu8_epi64 	AVX2 	immintrin.h 	__m256i _mm256_cvtepu8_epi64(__m128i);
_mm256_cvtpd_epi32 	AVX 	immintrin.h 	__m128i _mm256_cvtpd_epi32(__m256d);
_mm256_cvtpd_ps 	AVX 	immintrin.h 	__m128 _mm256_cvtpd_ps(__m256d);
_mm256_cvtph_ps 	F16C 	immintrin.h 	__m256 _mm256_cvtph_ps(__m128i);
_mm256_cvtps_epi32 	AVX 	immintrin.h 	__m256i _mm256_cvtps_epi32(__m256);
_mm256_cvtps_pd 	AVX 	immintrin.h 	__m256d _mm256_cvtps_pd(__m128);
_mm256_cvtps_ph 	F16C 	immintrin.h 	__m128i _mm256_cvtps_ph(__m256, const int);
_mm256_cvttpd_epi32 	AVX 	immintrin.h 	__m128i _mm256_cvttpd_epi32(__m256d);
_mm256_cvttps_epi32 	AVX 	immintrin.h 	__m256i _mm256_cvttps_epi32(__m256);
_mm256_div_pd 	AVX 	immintrin.h 	__m256d _mm256_div_pd(__m256d, __m256d);
_mm256_div_ps 	AVX 	immintrin.h 	__m256 _mm256_div_ps(__m256, __m256);
_mm256_dp_ps 	AVX 	immintrin.h 	__m256 _mm256_dp_ps(__m256, __m256, const int);
_mm256_extractf128_pd 	AVX 	immintrin.h 	__m128d _mm256_extractf128_pd(__m256d, const int);
_mm256_extractf128_ps 	AVX 	immintrin.h 	__m128 _mm256_extractf128_ps(__m256, const int);
_mm256_extractf128_si256 	AVX 	immintrin.h 	__m128i _mm256_extractf128_si256(__m256i, const int);
_mm256_extracti128_si256 	AVX2 	immintrin.h 	__m128i _mm256_extracti128_si256(__m256i, int);
_mm256_fmadd_pd 	FMA 	immintrin.h 	__m256d _mm256_fmadd_pd (__m256d, __m256d, __m256d);
_mm256_fmadd_ps 	FMA 	immintrin.h 	__m256 _mm256_fmadd_ps (__m256, __m256, __m256);
_mm256_fmaddsub_pd 	FMA 	immintrin.h 	__m256d _mm256_fmaddsub_pd (__m256d, __m256d, __m256d);
_mm256_fmaddsub_ps 	FMA 	immintrin.h 	__m256 _mm256_fmaddsub_ps (__m256, __m256, __m256);
_mm256_fmsub_pd 	FMA 	immintrin.h 	__m256d _mm256_fmsub_pd (__m256d, __m256d, __m256d);
_mm256_fmsub_ps 	FMA 	immintrin.h 	__m256 _mm256_fmsub_ps (__m256, __m256, __m256);
_mm256_fmsubadd_pd 	FMA 	immintrin.h 	__m256d _mm256_fmsubadd_pd (__m256d, __m256d, __m256d);
_mm256_fmsubadd_ps 	FMA 	immintrin.h 	__m256 _mm256_fmsubadd_ps (__m256, __m256, __m256);
_mm256_fnmadd_pd 	FMA 	immintrin.h 	__m256d _mm256_fnmadd_pd (__m256d, __m256d, __m256d);
_mm256_fnmadd_ps 	FMA 	immintrin.h 	__m256 _mm256_fnmadd_ps (__m256, __m256, __m256);
_mm256_fnmsub_pd 	FMA 	immintrin.h 	__m256d _mm256_fnmsub_pd (__m256d, __m256d, __m256d);
_mm256_fnmsub_ps 	FMA 	immintrin.h 	__m256 _mm256_fnmsub_ps (__m256, __m256, __m256);
_mm256_frcz_pd 	XOP 	ammintrin.h 	__m256d _mm256_frcz_pd(__m256d);
_mm256_frcz_ps 	XOP 	ammintrin.h 	__m256 _mm256_frcz_ps(__m256);
_mm256_hadd_epi16 	AVX2 	immintrin.h 	__m256i _mm256_hadd_epi16(__m256i, __m256i);
_mm256_hadd_epi32 	AVX2 	immintrin.h 	__m256i _mm256_hadd_epi32(__m256i, __m256i);
_mm256_hadd_pd 	AVX 	immintrin.h 	__m256d _mm256_hadd_pd(__m256d, __m256d);
_mm256_hadd_ps 	AVX 	immintrin.h 	__m256 _mm256_hadd_ps(__m256, __m256);
_mm256_hadds_epi16 	AVX2 	immintrin.h 	__m256i _mm256_hadds_epi16(__m256i, __m256i);
_mm256_hsub_epi16 	AVX2 	immintrin.h 	__m256i _mm256_hsub_epi16(__m256i, __m256i);
_mm256_hsub_epi32 	AVX2 	immintrin.h 	__m256i _mm256_hsub_epi32(__m256i, __m256i);
_mm256_hsub_pd 	AVX 	immintrin.h 	__m256d _mm256_hsub_pd(__m256d, __m256d);
_mm256_hsub_ps 	AVX 	immintrin.h 	__m256 _mm256_hsub_ps(__m256, __m256);
_mm256_hsubs_epi16 	AVX2 	immintrin.h 	__m256i _mm256_hsubs_epi16(__m256i, __m256i);
_mm256_i32gather_epi32 	AVX2 	immintrin.h 	__m256i _mm256_i32gather_epi32(int const *, __m256i, const int);
_mm256_i32gather_epi64 	AVX2 	immintrin.h 	__m256i _mm256_i32gather_epi64(__int64 const *, __m128i, const int);
_mm256_i32gather_pd 	AVX2 	immintrin.h 	__m256d _mm256_i32gather_pd(double const *, __m128i, const int);
_mm256_i32gather_ps 	AVX2 	immintrin.h 	__m256 _mm256_i32gather_ps(float const *, __m256i, const int);
_mm256_i64gather_epi32 	AVX2 	immintrin.h 	__m256i _mm256_i64gather_epi32(int const *, __m256i, const int);
_mm256_i64gather_epi64 	AVX2 	immintrin.h 	__m256i _mm256_i64gather_epi64(__int64 const *, __m256i, const int);
_mm256_i64gather_pd 	AVX2 	immintrin.h 	__m256d _mm256_i64gather_pd(double const *, __m256i, const int);
_mm256_i64gather_ps 	AVX2 	immintrin.h 	__m128 _mm256_i64gather_ps(float const *, __m256i, const int);
_mm256_insertf128_pd 	AVX 	immintrin.h 	__m256d _mm256_insertf128_pd(__m256d, __m128d, int);
_mm256_insertf128_ps 	AVX 	immintrin.h 	__m256 _mm256_insertf128_ps(__m256, __m128, int);
_mm256_insertf128_si256 	AVX 	immintrin.h 	__m256i _mm256_insertf128_si256(__m256i, __m128i, int);
_mm256_inserti128_si256 	AVX2 	immintrin.h 	__m256i _mm256_inserti128_si256(__m256i, __m128i, int);
_mm256_lddqu_si256 	AVX 	immintrin.h 	__m256i _mm256_lddqu_si256(__m256i *);
_mm256_load_pd 	AVX 	immintrin.h 	__m256d _mm256_load_pd(double const *);
_mm256_load_ps 	AVX 	immintrin.h 	__m256 _mm256_load_ps(float const *);
_mm256_load_si256 	AVX 	immintrin.h 	__m256i _mm256_load_si256(__m256i *);
_mm256_loadu_pd 	AVX 	immintrin.h 	__m256d _mm256_loadu_pd(double const *);
_mm256_loadu_ps 	AVX 	immintrin.h 	__m256 _mm256_loadu_ps(float const *);
_mm256_loadu_si256 	AVX 	immintrin.h 	__m256i _mm256_loadu_si256(__m256i *);
_mm256_macc_pd 	FMA4 	ammintrin.h 	__m256d _mm_macc_pd(__m256d, __m256d, __m256d);
_mm256_macc_ps 	FMA4 	ammintrin.h 	__m256 _mm_macc_ps(__m256, __m256, __m256);
_mm256_madd_epi16 	AVX2 	immintrin.h 	__m256i _mm256_madd_epi16(__m256i, __m256i);
_mm256_maddsub_pd 	FMA4 	ammintrin.h 	__m256d _mm_maddsub_pd(__m256d, __m256d, __m256d);
_mm256_maddsub_ps 	FMA4 	ammintrin.h 	__m256 _mm_maddsub_ps(__m256, __m256, __m256);
_mm256_maddubs_epi16 	AVX2 	immintrin.h 	__m256i _mm256_maddubs_epi16(__m256i, __m256i);
_mm256_mask_i32gather_epi32 	AVX2 	immintrin.h 	__m256i _mm256_mask_i32gather_epi32(__m256i, int const *, __m256i, __m256i, const int);
_mm256_mask_i32gather_epi64 	AVX2 	immintrin.h 	__m256i _mm256_mask_i32gather_epi64(__m256i, __int64 const *, __m128i, __m256i, const int);
_mm256_mask_i32gather_pd 	AVX2 	immintrin.h 	__m256d _mm256_mask_i32gather_pd(__m256d, double const *, __m128i, __m256d, const int);
_mm256_mask_i32gather_ps 	AVX2 	immintrin.h 	__m256 _mm256_mask_i32gather_ps(__m256, float const *, __m256i, __m256, const int);
_mm256_mask_i64gather_epi32 	AVX2 	immintrin.h 	__m128i _mm256_mask_i64gather_epi32(__m128i, int const *, __m256i, __m128i, const int);
_mm256_mask_i64gather_epi64 	AVX2 	immintrin.h 	__m256i _mm256_mask_i64gather_epi64(__m256i, __int64 const *, __m256i, __m256i, const int);
_mm256_mask_i64gather_pd 	AVX2 	immintrin.h 	__m256d _mm256_mask_i64gather_pd(__m256d, double const *, __m256i, __m256d, const int);
_mm256_mask_i64gather_ps 	AVX2 	immintrin.h 	__m128 _mm256_mask_i64gather_ps(__m128, float const *, __m256i, __m128, const int);
_mm256_maskload_epi32 	AVX2 	immintrin.h 	__m256i _mm256_maskload_epi32(int const *, __m256i);
_mm256_maskload_epi64 	AVX2 	immintrin.h 	__m256i _mm256_maskload_epi64(__int64 const *, __m256i);
_mm256_maskload_pd 	AVX 	immintrin.h 	__m256d _mm256_maskload_pd(double const *, __m256i);
_mm256_maskload_ps 	AVX 	immintrin.h 	__m256 _mm256_maskload_ps(float const *, __m256i);
_mm256_maskstore_epi32 	AVX2 	immintrin.h 	void _mm256_maskstore_epi32(int *, __m256i, __m256i);
_mm256_maskstore_epi64 	AVX2 	immintrin.h 	void _mm256_maskstore_epi64(__int64 *, __m256i, __m256i);
_mm256_maskstore_pd 	AVX 	immintrin.h 	void _mm256_maskstore_pd(double *, __m256i, __m256d);
_mm256_maskstore_ps 	AVX 	immintrin.h 	void _mm256_maskstore_ps(float *, __m256i, __m256);
_mm256_max_epi16 	AVX2 	immintrin.h 	__m256i _mm256_max_epi16(__m256i, __m256i);
_mm256_max_epi32 	AVX2 	immintrin.h 	__m256i _mm256_max_epi32(__m256i, __m256i);
_mm256_max_epi8 	AVX2 	immintrin.h 	__m256i _mm256_max_epi8(__m256i, __m256i);
_mm256_max_epu16 	AVX2 	immintrin.h 	__m256i _mm256_max_epu16(__m256i, __m256i);
_mm256_max_epu32 	AVX2 	immintrin.h 	__m256i _mm256_max_epu32(__m256i, __m256i);
_mm256_max_epu8 	AVX2 	immintrin.h 	__m256i _mm256_max_epu8(__m256i, __m256i);
_mm256_max_pd 	AVX 	immintrin.h 	__m256d _mm256_max_pd(__m256d, __m256d);
_mm256_max_ps 	AVX 	immintrin.h 	__m256 _mm256_max_ps(__m256, __m256);
_mm256_min_epi16 	AVX2 	immintrin.h 	__m256i _mm256_min_epi16(__m256i, __m256i);
_mm256_min_epi32 	AVX2 	immintrin.h 	__m256i _mm256_min_epi32(__m256i, __m256i);
_mm256_min_epi8 	AVX2 	immintrin.h 	__m256i _mm256_min_epi8(__m256i, __m256i);
_mm256_min_epu16 	AVX2 	immintrin.h 	__m256i _mm256_min_epu16(__m256i, __m256i);
_mm256_min_epu32 	AVX2 	immintrin.h 	__m256i _mm256_min_epu32(__m256i, __m256i);
_mm256_min_epu8 	AVX2 	immintrin.h 	__m256i _mm256_min_epu8(__m256i, __m256i);
_mm256_min_pd 	AVX 	immintrin.h 	__m256d _mm256_min_pd(__m256d, __m256d);
_mm256_min_ps 	AVX 	immintrin.h 	__m256 _mm256_min_ps(__m256, __m256);
_mm256_movedup_pd 	AVX 	immintrin.h 	__m256d _mm256_movedup_pd(__m256d);
_mm256_movehdup_ps 	AVX 	immintrin.h 	__m256 _mm256_movehdup_ps(__m256);
_mm256_moveldup_ps 	AVX 	immintrin.h 	__m256 _mm256_moveldup_ps(__m256);
_mm256_movemask_epi8 	AVX2 	immintrin.h 	int _mm256_movemask_epi8(__m256i);
_mm256_movemask_pd 	AVX 	immintrin.h 	int _mm256_movemask_pd(__m256d);
_mm256_movemask_ps 	AVX 	immintrin.h 	int _mm256_movemask_ps(__m256);
_mm256_mpsadbw_epu8 	AVX2 	immintrin.h 	__m256i _mm256_mpsadbw_epu8(__m256i, __m256i, const int);
_mm256_msub_pd 	FMA4 	ammintrin.h 	__m256d _mm_msub_pd(__m256d, __m256d, __m256d);
_mm256_msub_ps 	FMA4 	ammintrin.h 	__m256 _mm_msub_ps(__m256, __m256, __m256);
_mm256_msubadd_pd 	FMA4 	ammintrin.h 	__m256d _mm_msubadd_pd(__m256d, __m256d, __m256d);
_mm256_msubadd_ps 	FMA4 	ammintrin.h 	__m256 _mm_msubadd_ps(__m256, __m256, __m256);
_mm256_mul_epi32 	AVX2 	immintrin.h 	__m256i _mm256_mul_epi32(__m256i, __m256i);
_mm256_mul_epu32 	AVX2 	immintrin.h 	__m256i _mm256_mul_epu32(__m256i, __m256i);
_mm256_mul_pd 	AVX 	immintrin.h 	__m256d _mm256_mul_pd(__m256d, __m256d);
_mm256_mul_ps 	AVX 	immintrin.h 	__m256 _mm256_mul_ps(__m256, __m256);
_mm256_mulhi_epi16 	AVX2 	immintrin.h 	__m256i _mm256_mulhi_epi16(__m256i, __m256i);
_mm256_mulhi_epu16 	AVX2 	immintrin.h 	__m256i _mm256_mulhi_epu16(__m256i, __m256i);
_mm256_mulhrs_epi16 	AVX2 	immintrin.h 	__m256i _mm256_mulhrs_epi16(__m256i, __m256i);
_mm256_mullo_epi16 	AVX2 	immintrin.h 	__m256i _mm256_mullo_epi16(__m256i, __m256i);
_mm256_mullo_epi32 	AVX2 	immintrin.h 	__m256i _mm256_mullo_epi32(__m256i, __m256i);
_mm256_nmacc_pd 	FMA4 	ammintrin.h 	__m256d _mm_nmacc_pd(__m256d, __m256d, __m256d);
_mm256_nmacc_ps 	FMA4 	ammintrin.h 	__m256 _mm_nmacc_ps(__m256, __m256, __m256);
_mm256_nmsub_pd 	FMA4 	ammintrin.h 	__m256d _mm_nmsub_pd(__m256d, __m256d, __m256d);
_mm256_nmsub_ps 	FMA4 	ammintrin.h 	__m256 _mm_nmsub_ps(__m256, __m256, __m256);
_mm256_or_pd 	AVX 	immintrin.h 	__m256d _mm256_or_pd(__m256d, __m256d);
_mm256_or_ps 	AVX 	immintrin.h 	__m256 _mm256_or_ps(__m256, __m256);
_mm256_or_si256 	AVX2 	immintrin.h 	__m256i _mm256_or_si256(__m256i, __m256i);
_mm256_packs_epi16 	AVX2 	immintrin.h 	__m256i _mm256_packs_epi16(__m256i, __m256i);
_mm256_packs_epi32 	AVX2 	immintrin.h 	__m256i _mm256_packs_epi32(__m256i, __m256i);
_mm256_packus_epi16 	AVX2 	immintrin.h 	__m256i _mm256_packus_epi16(__m256i, __m256i);
_mm256_packus_epi32 	AVX2 	immintrin.h 	__m256i _mm256_packus_epi32(__m256i, __m256i);
_mm256_permute_pd 	AVX 	immintrin.h 	__m256d _mm256_permute_pd(__m256d, int);
_mm256_permute_ps 	AVX 	immintrin.h 	__m256 _mm256_permute_ps(__m256, int);
_mm256_permute2_pd 	XOP 	ammintrin.h 	__m256d _mm256_permute2_pd(__m256d, __m256d, __m256i, int);
_mm256_permute2_ps 	XOP 	ammintrin.h 	__m256 _mm256_permute2_ps(__m256, __m256, __m256i, int);
_mm256_permute2f128_pd 	AVX 	immintrin.h 	__m256d _mm256_permute2f128_pd(__m256d, __m256d, int);
_mm256_permute2f128_ps 	AVX 	immintrin.h 	__m256 _mm256_permute2f128_ps(__m256, __m256, int);
_mm256_permute2f128_si256 	AVX 	immintrin.h 	__m256i _mm256_permute2f128_si256(__m256i, __m256i, int);
_mm256_permute2x128_si256 	AVX2 	immintrin.h 	__m256i _mm256_permute2x128_si256(__m256i, __m256i, const int);
_mm256_permute4x64_epi64 	AVX2 	immintrin.h 	__m256i _mm256_permute4x64_epi64 (__m256i, const int);
_mm256_permute4x64_pd 	AVX2 	immintrin.h 	__m256d _mm256_permute4x64_pd(__m256d, const int);
_mm256_permutevar_pd 	AVX 	immintrin.h 	__m256d _mm256_permutevar_pd(__m256d, __m256i);
_mm256_permutevar_ps 	AVX 	immintrin.h 	__m256 _mm256_permutevar_ps(__m256, __m256i);
_mm256_permutevar8x32_epi32 	AVX2 	immintrin.h 	__m256i _mm256_permutevar8x32_epi32(__m256i, __m256i);
_mm256_permutevar8x32_ps 	AVX2 	immintrin.h 	__m256 _mm256_permutevar8x32_ps (__m256, __m256i);
_mm256_rcp_ps 	AVX 	immintrin.h 	__m256 _mm256_rcp_ps(__m256);
_mm256_round_pd 	AVX 	immintrin.h 	__m256d _mm256_round_pd(__m256d, int);
_mm256_round_ps 	AVX 	immintrin.h 	__m256 _mm256_round_ps(__m256, int);
_mm256_rsqrt_ps 	AVX 	immintrin.h 	__m256 _mm256_rsqrt_ps(__m256);
_mm256_sad_epu8 	AVX2 	immintrin.h 	__m256i _mm256_sad_epu8(__m256i, __m256i);
_mm256_set_epi16 	AVX 	immintrin.h 	__m256i _mm256_set_epi16(short, short, short, short, short, short, short, short, short, short, short, short, short, short, short, short);
_mm256_set_epi32 	AVX 	immintrin.h 	__m256i _mm256_set_epi32(int, int, int, int, int, int, int, int);
_mm256_set_epi8 	AVX 	immintrin.h 	__m256i _mm256_set_epi8(char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char);
_mm256_set_pd 	AVX 	immintrin.h 	__m256d _mm256_set_pd(double, double, double, double);
_mm256_set_ps 	AVX 	immintrin.h 	__m256 _mm256_set_ps(float, float, float, float, float, float, float, float);
